Drug_Name,Vina_Score_kcal_mol,Output_File
miglitol,-5.589,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\miglitol_docked.pdbqt
cresatin,-5.584,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cresatin_docked.pdbqt
tisopurine,-5.584,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tisopurine_docked.pdbqt
propylparaben,-5.581,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\propylparaben_docked.pdbqt
guaiazulen,-5.581,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\guaiazulen_docked.pdbqt
dexpanthenol,-5.578,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dexpanthenol_docked.pdbqt
fasudil,-5.576,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\fasudil_docked.pdbqt
amitriptylinoxide,-5.576,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\amitriptylinoxide_docked.pdbqt
phenelzine,-5.576,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\phenelzine_docked.pdbqt
terpin,-5.574,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\terpin_docked.pdbqt
barbital,-5.571,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\barbital_docked.pdbqt
oxcarbazepine,-5.57,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\oxcarbazepine_docked.pdbqt
eugenol,-5.569,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\eugenol_docked.pdbqt
valethamate,-5.565,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\valethamate_docked.pdbqt
oxiniacic_acid,-5.564,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\oxiniacic_acid_docked.pdbqt
nefopam,-5.561,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\nefopam_docked.pdbqt
mannomustine,-5.56,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\mannomustine_docked.pdbqt
zeranol,-5.558,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\zeranol_docked.pdbqt
pinazepam,-5.555,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pinazepam_docked.pdbqt
thioguanine,-5.555,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\thioguanine_docked.pdbqt
oxaceprol,-5.554,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\oxaceprol_docked.pdbqt
dexfosfoserine,-5.553,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dexfosfoserine_docked.pdbqt
ectylurea,-5.553,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ectylurea_docked.pdbqt
picrotin,-5.552,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\picrotin_docked.pdbqt
prazepam,-5.549,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\prazepam_docked.pdbqt
diethyltoluamide,-5.547,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\diethyltoluamide_docked.pdbqt
miglustat,-5.543,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\miglustat_docked.pdbqt
tranylcypromine,-5.534,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tranylcypromine_docked.pdbqt
oleic_acid,-5.531,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\oleic_acid_docked.pdbqt
pentoxyverine,-5.531,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pentoxyverine_docked.pdbqt
rilmenidine,-5.53,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\rilmenidine_docked.pdbqt
tidiacic,-5.53,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tidiacic_docked.pdbqt
sorbitol,-5.529,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\sorbitol_docked.pdbqt
pyridoxal,-5.523,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pyridoxal_docked.pdbqt
emorfazone,-5.52,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\emorfazone_docked.pdbqt
hexapropymate,-5.519,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\hexapropymate_docked.pdbqt
deferiprone,-5.519,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\deferiprone_docked.pdbqt
pentorex,-5.517,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pentorex_docked.pdbqt
hexetidine,-5.517,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\hexetidine_docked.pdbqt
fructose,-5.516,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\fructose_docked.pdbqt
piroheptine,-5.514,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\piroheptine_docked.pdbqt
etallobarbital,-5.513,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\etallobarbital_docked.pdbqt
memantine,-5.51,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\memantine_docked.pdbqt
metabutoxycaine,-5.505,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\metabutoxycaine_docked.pdbqt
meprobamate,-5.504,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\meprobamate_docked.pdbqt
mebutamate,-5.503,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\mebutamate_docked.pdbqt
mexiletine,-5.502,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\mexiletine_docked.pdbqt
buthalital,-5.501,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\buthalital_docked.pdbqt
methyl_salicylate,-5.5,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\methyl_salicylate_docked.pdbqt
xanomeline,-5.494,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\xanomeline_docked.pdbqt
tyramine,-5.493,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tyramine_docked.pdbqt
exalamide,-5.491,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\exalamide_docked.pdbqt
penthienate,-5.489,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\penthienate_docked.pdbqt
procymate,-5.489,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\procymate_docked.pdbqt
tofisopam,-5.487,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tofisopam_docked.pdbqt
paroxypropione,-5.485,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\paroxypropione_docked.pdbqt
Iofetamine__123I_,-5.482,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\Iofetamine__123I__docked.pdbqt
perflubutane,-5.482,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\perflubutane_docked.pdbqt
acexamic_acid,-5.478,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\acexamic_acid_docked.pdbqt
dimetofrine,-5.475,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dimetofrine_docked.pdbqt
captodiame,-5.471,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\captodiame_docked.pdbqt
loratadine,-5.471,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\loratadine_docked.pdbqt
cetylpyridinium,-5.466,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cetylpyridinium_docked.pdbqt
fenoldopam,-5.465,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\fenoldopam_docked.pdbqt
methaphenilene,-5.464,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\methaphenilene_docked.pdbqt
azatadine,-5.463,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\azatadine_docked.pdbqt
galantamine,-5.461,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\galantamine_docked.pdbqt
triacetin,-5.459,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\triacetin_docked.pdbqt
ketotifen,-5.457,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ketotifen_docked.pdbqt
cetalkonium_chloride,-5.455,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cetalkonium_chloride_docked.pdbqt
propofol,-5.454,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\propofol_docked.pdbqt
buzepide_metiodide,-5.452,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\buzepide_metiodide_docked.pdbqt
ephedrine,-5.449,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ephedrine_docked.pdbqt
methylephedrine,-5.449,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\methylephedrine_docked.pdbqt
acetylleucine,-5.448,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\acetylleucine_docked.pdbqt
homocamfin,-5.444,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\homocamfin_docked.pdbqt
isoaminile,-5.444,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\isoaminile_docked.pdbqt
eflornithine,-5.444,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\eflornithine_docked.pdbqt
dimazole,-5.442,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dimazole_docked.pdbqt
migalastat,-5.441,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\migalastat_docked.pdbqt
carbromal,-5.44,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\carbromal_docked.pdbqt
ethenzamide,-5.439,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ethenzamide_docked.pdbqt
isoniazid,-5.435,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\isoniazid_docked.pdbqt
propylthiouracil,-5.435,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\propylthiouracil_docked.pdbqt
meturedepa,-5.428,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\meturedepa_docked.pdbqt
delmopinol,-5.422,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\delmopinol_docked.pdbqt
tetraethylphthalamide,-5.422,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tetraethylphthalamide_docked.pdbqt
flucytosine,-5.421,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\flucytosine_docked.pdbqt
caffeine,-5.42,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\caffeine_docked.pdbqt
nortriptyline,-5.42,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\nortriptyline_docked.pdbqt
diethadione,-5.417,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\diethadione_docked.pdbqt
sulbactam,-5.416,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\sulbactam_docked.pdbqt
mecloralurea,-5.415,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\mecloralurea_docked.pdbqt
methallatal,-5.413,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\methallatal_docked.pdbqt
sodium_thiosalicylate,-5.405,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\sodium_thiosalicylate_docked.pdbqt
mefenorex,-5.405,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\mefenorex_docked.pdbqt
edrophonium,-5.405,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\edrophonium_docked.pdbqt
propyliodone,-5.402,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\propyliodone_docked.pdbqt
metaclazepam,-5.401,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\metaclazepam_docked.pdbqt
clonitrate,-5.397,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\clonitrate_docked.pdbqt
xylose,-5.392,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\xylose_docked.pdbqt
dacarbazine,-5.389,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dacarbazine_docked.pdbqt
nicotine,-5.388,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\nicotine_docked.pdbqt
triaziquone,-5.388,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\triaziquone_docked.pdbqt
clomipramine,-5.387,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\clomipramine_docked.pdbqt
pentolonium,-5.382,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pentolonium_docked.pdbqt
methylparaben,-5.382,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\methylparaben_docked.pdbqt
bucillamine,-5.378,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\bucillamine_docked.pdbqt
pivagabine,-5.377,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pivagabine_docked.pdbqt
benzalkonium,-5.377,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\benzalkonium_docked.pdbqt
dichlorobenzyl_alcohol,-5.376,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dichlorobenzyl_alcohol_docked.pdbqt
nikethamide,-5.371,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\nikethamide_docked.pdbqt
cyverine,-5.37,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cyverine_docked.pdbqt
haloprogin,-5.37,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\haloprogin_docked.pdbqt
oxidronic_acid,-5.37,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\oxidronic_acid_docked.pdbqt
eravacycline_dihydrochloride,-5.368,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\eravacycline_dihydrochloride_docked.pdbqt
chloralodol,-5.368,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\chloralodol_docked.pdbqt
suloctidil,-5.368,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\suloctidil_docked.pdbqt
etilamfetamine,-5.366,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\etilamfetamine_docked.pdbqt
choline_alfoscerate,-5.365,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\choline_alfoscerate_docked.pdbqt
butacaine,-5.358,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\butacaine_docked.pdbqt
inositol,-5.357,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\inositol_docked.pdbqt
oxiracetam,-5.357,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\oxiracetam_docked.pdbqt
benzocaine,-5.355,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\benzocaine_docked.pdbqt
ethyl_hydroxybenzoate,-5.355,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ethyl_hydroxybenzoate_docked.pdbqt
phenoxyethanol,-5.351,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\phenoxyethanol_docked.pdbqt
enbucrilate,-5.351,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\enbucrilate_docked.pdbqt
acetrizoic_acid,-5.35,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\acetrizoic_acid_docked.pdbqt
sodium_hexacyclonate,-5.347,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\sodium_hexacyclonate_docked.pdbqt
clortermine,-5.342,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\clortermine_docked.pdbqt
phenylacetic_acid,-5.341,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\phenylacetic_acid_docked.pdbqt
amitriptyline,-5.336,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\amitriptyline_docked.pdbqt
myrtecaine,-5.335,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\myrtecaine_docked.pdbqt
glycerylphosphorylcholine,-5.335,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\glycerylphosphorylcholine_docked.pdbqt
acetylcarnitine,-5.334,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\acetylcarnitine_docked.pdbqt
dodecanoic_acid,-5.333,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dodecanoic_acid_docked.pdbqt
glutamic_acid,-5.333,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\glutamic_acid_docked.pdbqt
carbocisteine,-5.333,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\carbocisteine_docked.pdbqt
phentermine,-5.331,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\phentermine_docked.pdbqt
medazepam,-5.328,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\medazepam_docked.pdbqt
dimethylthiambutene,-5.327,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dimethylthiambutene_docked.pdbqt
narcobarbital,-5.327,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\narcobarbital_docked.pdbqt
lactitol,-5.325,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\lactitol_docked.pdbqt
tartaric_acid,-5.323,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tartaric_acid_docked.pdbqt
dibromol,-5.319,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dibromol_docked.pdbqt
undecylenic_acid,-5.316,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\undecylenic_acid_docked.pdbqt
crotetamide,-5.309,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\crotetamide_docked.pdbqt
hexyldecanoic_acid,-5.308,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\hexyldecanoic_acid_docked.pdbqt
amfetamine,-5.301,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\amfetamine_docked.pdbqt
eptazocine,-5.3,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\eptazocine_docked.pdbqt
phenpromethamine,-5.298,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\phenpromethamine_docked.pdbqt
cethexonium,-5.295,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cethexonium_docked.pdbqt
dimethylphthalate,-5.294,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dimethylphthalate_docked.pdbqt
uracil_mustard,-5.293,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\uracil_mustard_docked.pdbqt
tiamenidine,-5.293,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tiamenidine_docked.pdbqt
malotilate,-5.289,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\malotilate_docked.pdbqt
levetiracetam,-5.285,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\levetiracetam_docked.pdbqt
telmesteine,-5.285,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\telmesteine_docked.pdbqt
mitobronitol,-5.285,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\mitobronitol_docked.pdbqt
methamphetamine,-5.283,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\methamphetamine_docked.pdbqt
ethinamate,-5.283,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ethinamate_docked.pdbqt
sabcomeline,-5.283,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\sabcomeline_docked.pdbqt
propylhexedrine,-5.278,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\propylhexedrine_docked.pdbqt
dexamfetamine,-5.274,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dexamfetamine_docked.pdbqt
pralidoxime,-5.273,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pralidoxime_docked.pdbqt
alendronic_acid,-5.273,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\alendronic_acid_docked.pdbqt
rimantadine,-5.271,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\rimantadine_docked.pdbqt
benzoic_acid,-5.271,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\benzoic_acid_docked.pdbqt
mebicar,-5.269,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\mebicar_docked.pdbqt
suxamethonium,-5.269,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\suxamethonium_docked.pdbqt
levamfetamine,-5.267,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\levamfetamine_docked.pdbqt
phenylethanolamine,-5.266,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\phenylethanolamine_docked.pdbqt
desipramine,-5.264,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\desipramine_docked.pdbqt
ketazolam,-5.263,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ketazolam_docked.pdbqt
pargyline,-5.259,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pargyline_docked.pdbqt
mannitol,-5.254,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\mannitol_docked.pdbqt
thiamylal,-5.25,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\thiamylal_docked.pdbqt
thioctic_acid,-5.25,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\thioctic_acid_docked.pdbqt
adenine,-5.249,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\adenine_docked.pdbqt
2-_4-chlorphenoxy_-ethanol,-5.247,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\2-_4-chlorphenoxy_-ethanol_docked.pdbqt
furamicid,-5.246,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\furamicid_docked.pdbqt
meladrazine,-5.246,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\meladrazine_docked.pdbqt
carmustine,-5.245,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\carmustine_docked.pdbqt
clodronic_acid,-5.24,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\clodronic_acid_docked.pdbqt
butriptyline,-5.234,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\butriptyline_docked.pdbqt
iopydol,-5.23,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\iopydol_docked.pdbqt
levornidazole,-5.228,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\levornidazole_docked.pdbqt
amifostine,-5.228,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\amifostine_docked.pdbqt
mitolactol,-5.228,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\mitolactol_docked.pdbqt
levocarnitine_propionate,-5.225,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\levocarnitine_propionate_docked.pdbqt
glutamine,-5.223,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\glutamine_docked.pdbqt
levomenthol,-5.212,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\levomenthol_docked.pdbqt
dimethylcarbate,-5.202,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dimethylcarbate_docked.pdbqt
gimeracil,-5.201,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\gimeracil_docked.pdbqt
phloroglucinol,-5.201,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\phloroglucinol_docked.pdbqt
nicotinyl_methylamide,-5.2,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\nicotinyl_methylamide_docked.pdbqt
bitoscanate,-5.195,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\bitoscanate_docked.pdbqt
ethylmethylthiambutene,-5.188,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ethylmethylthiambutene_docked.pdbqt
gabapentin,-5.182,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\gabapentin_docked.pdbqt
pyrithyldione,-5.175,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pyrithyldione_docked.pdbqt
cyclophosphamide,-5.173,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cyclophosphamide_docked.pdbqt
tinidazole,-5.171,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tinidazole_docked.pdbqt
metronidazole,-5.164,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\metronidazole_docked.pdbqt
oxanamide,-5.163,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\oxanamide_docked.pdbqt
epomediol,-5.16,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\epomediol_docked.pdbqt
trapidil,-5.158,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\trapidil_docked.pdbqt
